brand,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,216.0,420.0,116,445,6.1,110.0,CCS,1000.0,594.0,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3186/Tesla-Model-3-RWD
Tesla,Model S Dual Motor,250,95.0,7920.0,430.0,150,575,3.2,140.0,CCS,1600.0,709.0,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,https://ev-database.org/car/1404/Tesla-Model-S-Dual-Motor
Tesla,Model S Plaid,282,95.0,7920.0,430.0,158,560,2.3,140.0,CCS,1600.0,709.0,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,https://ev-database.org/car/1405/Tesla-Model-S-Plaid
Tesla,Model X Dual Motor,250,95.0,7920.0,430.0,165,485,3.9,140.0,CCS,2250.0,425.0,7,AWD,JF - Luxury,5057,1999,1680,SUV,https://ev-database.org/car/1407/Tesla-Model-X-Dual-Motor
Tesla,Model X Plaid,262,95.0,7920.0,430.0,180,465,2.7,140.0,CCS,2250.0,425.0,7,AWD,JF - Luxury,5057,1999,1680,SUV,https://ev-database.org/car/1408/Tesla-Model-X-Plaid
Tesla,Model Y Long Range AWD (Juniper),201,75.0,4416.0,493.0,132,455,4.8,124.0,CCS,1600.0,854.0,5,AWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3104/Tesla-Model-Y-Long-Range-AWD
Tesla,Model Y Long Range RWD (Juniper),201,75.0,4416.0,450.0,121,470,5.6,124.0,CCS,1600.0,854.0,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3120/Tesla-Model-Y-Long-Range-RWD
Tesla,Model Y RWD (Juniper),201,60.5,216.0,420.0,121,375,5.9,110.0,CCS,1600.0,854.0,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3103/Tesla-Model-Y-RWD
Toyota,PROACE Verso L 75 kWh,130,68.0,324.0,260.0,204,260,13.3,79.0,CCS,1000.0,989.0,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2267/Toyota-PROACE-Verso-L-75-kWh
Toyota,PROACE Verso M 50 kWh,130,46.3,216.0,260.0,217,180,12.1,78.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2264/Toyota-PROACE-Verso-M-50-kWh
Toyota,PROACE Verso M 75 kWh,130,68.0,324.0,260.0,202,260,13.3,79.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2266/Toyota-PROACE-Verso-M-75-kWh
Toyota,Proace City Verso Electric L1 50 kWh,132,50.0,216.0,260.0,149,235,11.7,80.0,CCS,750.0,775.0,5,FWD,N - Passenger Van,4403,1921,1803,Small Passenger Van,https://ev-database.org/car/2165/Toyota-Proace-City-Verso-Electric-L1-50-kWh
Toyota,Proace City Verso Electric L2 50 kWh,132,50.0,216.0,260.0,149,230,11.7,80.0,CCS,750.0,1050.0,7,FWD,N - Passenger Van,4753,1921,1814,Small Passenger Van,https://ev-database.org/car/2166/Toyota-Proace-City-Verso-Electric-L2-50-kWh
Toyota,bZ4X AWD,160,64.0,96.0,336.0,154,345,6.9,100.0,CCS,750.0,452.0,5,AWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1565/Toyota-bZ4X-AWD
Toyota,bZ4X FWD,160,64.0,96.0,265.0,145,350,7.5,100.0,CCS,750.0,452.0,5,FWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1564/Toyota-bZ4X-FWD
VinFast,VF 8 Eco Extended Range,200,87.7,216.0,500.0,186,405,5.9,120.0,CCS,1800.0,376.0,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range
VinFast,VF 8 Plus Extended Range,200,87.7,216.0,620.0,196,400,5.5,120.0,CCS,1800.0,376.0,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range
Volkswagen,ID. Buzz LWB GTX,160,86.0,312.0,560.0,182,350,6.5,145.0,CCS,1600.0,1340.0,7,AWD,N - Passenger Van,4960,1985,1927,Small Passenger Van,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-
Volkswagen,ID. Buzz LWB Pro,160,86.0,312.0,560.0,190,370,7.9,145.0,CCS,1000.0,1340.0,7,RWD,N - Passenger Van,4962,1985,1924,Small Passenger Van,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro
Volkswagen,ID. Buzz NWB GTX,160,79.0,288.0,560.0,194,330,6.5,135.0,CCS,1800.0,1121.0,6,AWD,N - Passenger Van,4712,1985,1925,Small Passenger Van,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX
Volkswagen,ID. Buzz NWB Pro,160,79.0,288.0,560.0,187,360,7.6,135.0,CCS,1200.0,1121.0,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro
Volkswagen,ID. Buzz NWB Pure,145,59.0,216.0,310.0,178,275,10.7,110.0,CCS,1000.0,1121.0,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure
Volkswagen,ID.3 GTX,180,79.0,288.0,545.0,131,470,5.9,135.0,CCS,0.0,385.0,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2152/Volkswagen-ID3-GTX
Volkswagen,ID.3 GTX Performance,200,79.0,288.0,545.0,131,465,5.6,135.0,CCS,0.0,385.0,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance
Volkswagen,ID.3 Pro,160,59.0,216.0,310.0,136,365,7.6,110.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2213/Volkswagen-ID3-Pro
Volkswagen,ID.3 Pro S,160,77.0,288.0,310.0,138,465,7.1,120.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S
Volkswagen,ID.3 Pure,160,52.0,192.0,310.0,134,325,8.2,90.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2214/Volkswagen-ID3-Pure
Volkswagen,ID.4 GTX,180,77.0,288.0,679.0,152,420,5.4,120.0,CCS,1200.0,543.0,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2030/Volkswagen-ID4-GTX
Volkswagen,ID.4 Pro,180,77.0,288.0,545.0,149,445,6.7,120.0,CCS,1000.0,543.0,5,RWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2028/Volkswagen-ID4-Pro
Volkswagen,ID.4 Pro 4MOTION,180,77.0,288.0,679.0,155,435,6.6,120.0,CCS,1200.0,543.0,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION
Volkswagen,ID.4 Pure,160,52.0,192.0,310.0,143,285,9.0,87.0,CCS,1000.0,543.0,5,RWD,JC - Medium,4584,1852,1640,SUV,https://ev-database.org/car/2027/Volkswagen-ID4-Pure
Volkswagen,ID.5 GTX,180,77.0,288.0,679.0,144,430,5.5,120.0,CCS,1200.0,549.0,5,AWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2033/Volkswagen-ID5-GTX
Volkswagen,ID.5 Pro,180,77.0,288.0,545.0,138,460,6.7,120.0,CCS,1000.0,549.0,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2031/Volkswagen-ID5-Pro
Volkswagen,ID.5 Pure,160,52.0,288.0,310.0,142,320,8.9,87.0,CCS,1000.0,549.0,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/3080/Volkswagen-ID5-Pure
Volkswagen,ID.7 GTX,180,86.0,312.0,560.0,145,500,5.4,145.0,CCS,1200.0,532.0,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/2216/Volkswagen-ID7-GTX
Volkswagen,ID.7 Pro,180,77.0,288.0,550.0,132,475,6.5,125.0,CCS,1000.0,532.0,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1839/Volkswagen-ID7-Pro
Volkswagen,ID.7 Pro S,180,86.0,312.0,550.0,133,525,6.6,145.0,CCS,1000.0,532.0,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S
Volkswagen,ID.7 Tourer GTX,180,86.0,312.0,560.0,147,500,5.5,145.0,CCS,1200.0,605.0,5,AWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX
Volkswagen,ID.7 Tourer Pro,180,77.0,288.0,550.0,146,470,6.6,125.0,CCS,1000.0,605.0,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro
Volkswagen,ID.7 Tourer Pro S,180,86.0,312.0,550.0,125,520,6.7,145.0,CCS,1000.0,605.0,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S
Volvo,EC40 Single Motor (MY26),180,67.0,216.0,420.0,151,360,7.3,110.0,CCS,1500.0,404.0,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor
Volvo,EC40 Single Motor ER (MY26),180,79.0,324.0,420.0,146,420,7.3,125.0,CCS,1500.0,404.0,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER
Volvo,EC40 Twin Motor (MY26),180,79.0,324.0,670.0,155,400,4.8,125.0,CCS,1800.0,404.0,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,324.0,670.0,155,400,4.6,125.0,CCS,1800.0,404.0,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance
Volvo,ES90 Single Motor (MY26),180,88.0,216.0,480.0,135,485,6.9,190.0,CCS,1600.0,446.0,5,RWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor
Volvo,ES90 Twin Motor (MY26),180,102.0,216.0,670.0,146,530,5.5,225.0,CCS,2000.0,446.0,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor
Volvo,ES90 Twin Motor Performance (MY26),180,102.0,216.0,870.0,146,530,4.0,225.0,CCS,2000.0,446.0,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance
Volvo,EX30 Cross Country (MY26),180,65.0,216.0,543.0,152,330,3.7,114.0,CCS,1600.0,318.0,5,AWD,JB - Compact,4233,1837,1573,SUV,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country
Volvo,EX30 Single Motor (MY24-26),180,49.0,216.0,343.0,147,275,5.7,80.0,CCS,1000.0,318.0,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor
Volvo,EX30 Single Motor ER (MY24-26),180,65.0,216.0,343.0,138,365,5.3,113.0,CCS,1600.0,318.0,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER
Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,216.0,543.0,145,340,3.6,113.0,CCS,1600.0,318.0,5,AWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance
Volvo,EX40 Single Motor (MY26),180,67.0,216.0,420.0,154,345,7.3,110.0,CCS,1500.0,410.0,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor
Volvo,EX40 Single Motor ER (MY26),180,79.0,324.0,420.0,152,400,7.3,125.0,CCS,1500.0,410.0,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER
Volvo,EX40 Twin Motor (MY26),180,79.0,324.0,670.0,163,385,4.8,125.0,CCS,1800.0,410.0,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,324.0,670.0,163,385,4.6,125.0,CCS,1800.0,410.0,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance
Volvo,EX90 Single Motor (MY24-26),180,100.0,192.0,490.0,182,460,8.4,140.0,CCS,1200.0,310.0,7,RWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor
Volvo,EX90 Twin Motor (MY24-26),180,107.0,204.0,770.0,188,470,5.9,150.0,CCS,2200.0,310.0,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor
Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,204.0,910.0,188,455,4.9,150.0,CCS,2200.0,310.0,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance
Voyah,Free 106 kWh,200,100.0,216.0,720.0,200,480,4.4,80.0,CCS,2000.0,550.0,5,AWD,JE - Executive,4905,1950,1645,SUV,https://ev-database.org/car/2049/Voyah-Free-106-kWh
XPENG,G6 AWD Performance,200,87.5,216.0,660.0,159,475,4.1,180.0,CCS,1500.0,571.0,5,AWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2183/XPENG-G6-AWD-Performance
XPENG,G6 RWD Long Range,200,87.5,216.0,440.0,154,480,6.7,180.0,CCS,1500.0,571.0,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range
XPENG,G6 RWD Standard Range,200,66.0,216.0,440.0,152,370,6.9,140.0,CCS,1500.0,571.0,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2181/XPENG-G6-RWD-Standard-Range
XPENG,G9 AWD Performance,200,93.1,216.0,717.0,179,465,3.9,224.0,CCS,1500.0,660.0,5,AWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance
XPENG,G9 RWD Long Range,200,93.1,216.0,430.0,163,480,6.4,224.0,CCS,1500.0,660.0,5,RWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range
XPENG,G9 RWD Standard Range,200,75.8,216.0,430.0,165,395,6.4,170.0,CCS,1500.0,660.0,5,RWD,JE - Executive,4891,1937,1680,SUV,https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range
XPENG,P7 AWD Performance,200,82.7,216.0,757.0,164,460,4.1,138.0,CCS,0.0,440.0,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance
XPENG,P7 RWD Long Range,200,82.7,216.0,440.0,144,495,6.7,138.0,CCS,0.0,440.0,5,RWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range
XPENG,P7 Wing Edition,200,82.7,216.0,757.0,164,455,4.1,138.0,CCS,0.0,440.0,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1823/XPENG-P7-Wing-Edition
Zeekr,001 Long Range RWD,200,94.0,110.0,343.0,152,505,7.2,135.0,CCS,1500.0,539.0,5,RWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD
Zeekr,001 Performance AWD,200,94.0,110.0,686.0,159,480,3.8,135.0,CCS,2000.0,539.0,5,AWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1934/Zeekr-001-Performance-AWD
Zeekr,001 Privilege AWD,200,94.0,110.0,686.0,162,480,3.8,135.0,CCS,2000.0,539.0,5,AWD,E - Executive,4955,1999,1548,Liftback Sedan,https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD
Zeekr,7X Long Range RWD,210,94.0,216.0,440.0,153,475,6.0,260.0,CCS,2000.0,539.0,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3082/Zeekr-7X-Long-Range-RWD
Zeekr,7X Performance AWD,210,94.0,216.0,710.0,173,450,3.8,260.0,CCS,2000.0,539.0,5,AWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3083/Zeekr-7X-Performance-AWD
Zeekr,7X Premium RWD,210,71.0,216.0,440.0,148,365,6.0,240.0,CCS,2000.0,539.0,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3081/Zeekr-7X-Premium-RWD
Zeekr,X Core RWD (MY25),190,49.0,216.0,343.0,148,265,5.9,70.0,CCS,1600.0,362.0,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3197/Zeekr-X-Core-RWD
Zeekr,X Long Range RWD (MY25),190,65.0,216.0,343.0,146,360,5.6,114.0,CCS,1600.0,362.0,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD
Zeekr,X Privilege AWD (MY25),190,65.0,216.0,543.0,153,350,3.8,114.0,CCS,1600.0,362.0,5,AWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3199/Zeekr-X-Privilege-AWD
firefly,Unknown Model,150,41.2,112.0,200.0,125,250,8.1,65.0,CCS,0.0,404.0,5,RWD,B - Compact,4003,1885,1557,Hatchback,https://ev-database.org/car/3178/firefly-firefly
